CustomerID,CustomerName,Email,Country,Age,PurchaseAmount,OrderDate
2061,Jane,invalid_email,,40,19869,
2969,Jane,mary@yahoo.com,Uganda,37,5775,
1196,Mike,,Kenya,23,32582,
2668,,mary@yahoo.com,Tanzania,,2795,
1577,Alice,,,51,29420,
1389,,,Uganda,59,41190,2025-02-20
2201,Jane,,Uganda,19,261,2025-02-20
2990,Peter,mary@yahoo.com,,47,6365,2025-02-20
1552,Mary,invalid_email,Rwanda,26,26954,
2470,Jane,mary@yahoo.com,Rwanda,44,29420,2024-05-12
2522,Peter,invalid_email,,59,5411,2024-01-01
2037,Peter,invalid_email,,51,261,2024-05-12
2645,Peter,,Uganda,57,16123,2024-05-12
2691,Mike,mary@yahoo.com,Uganda,41,24400,
2311,Mike,invalid_email,,66,6876,2024-01-01
1476,,,,34,14139,2025-02-20
2253,,invalid_email,,46,45858,2024-05-12
1921,Peter,,Uganda,53,14086,
1418,,mary@yahoo.com,Tanzania,67,,2024-05-12
1155,Mike,mary@yahoo.com,Uganda,29,23583,2025-02-20
1548,Alice,mary@yahoo.com,Tanzania,48,3656,2024-05-12
2463,Peter,invalid_email,Tanzania,66,13167,
2119,Alice,john@gmail.com,Uganda,26,38258,
2019,Alice,invalid_email,Kenya,36,37294,2024-05-12
1995,Peter,invalid_email,,63,25546,
2433,Mary,,Rwanda,63,8533,
1949,,,Uganda,34,43041,2024-01-01
1287,Peter,invalid_email,Tanzania,19,1121,2024-05-12
2276,,,Uganda,57,21877,
1194,Peter,,,22,10727,
1596,Mike,invalid_email,,56,11065,
2856,Peter,john@gmail.com,Tanzania,-5,45553,2025-02-20
2544,Mary,,Rwanda,65,1785,2024-05-12
1515,Mike,mary@yahoo.com,Rwanda,33,12285,2024-05-12
2657,,invalid_email,Rwanda,34,13873,2024-05-12
2864,John,invalid_email,,-5,960,2024-01-01
1863,John,,Kenya,44,8492,
2140,Alice,,Tanzania,24,15895,2024-05-12
1804,,,,69,26657,
2931,Alice,,Tanzania,25,11753,2025-02-20
2181,Mary,mary@yahoo.com,,25,15807,2024-01-01
1813,Jane,,,40,3848,2025-02-20
1226,,,Kenya,49,11065,
2899,,,Tanzania,60,33370,
1214,,,,64,43673,
1946,John,john@gmail.com,Kenya,35,48802,2024-05-12
2718,Alice,john@gmail.com,Uganda,55,5775,2025-02-20
1013,,invalid_email,,-5,30635,
2179,John,invalid_email,,29,11937,2025-02-20
2670,Mary,,Rwanda,32,8533,2024-01-01
2283,Mary,,Kenya,45,21371,
2179,Jane,mary@yahoo.com,Kenya,150,30840,2024-01-01
1045,,mary@yahoo.com,,55,21877,
1322,Jane,john@gmail.com,Kenya,67,1406,2024-05-12
1842,Mike,invalid_email,Uganda,48,31651,2025-02-20
2707,,john@gmail.com,Kenya,69,14602,2025-02-20
1128,,john@gmail.com,,26,23347,
2433,Mary,invalid_email,,25,19215,
1093,Alice,mary@yahoo.com,Rwanda,63,14641,
1625,John,invalid_email,Uganda,36,3990,2024-01-01
1753,Peter,,,68,44517,
2954,Jane,,,25,38144,2025-02-20
2314,Peter,,Tanzania,51,7010,
1792,,,Tanzania,21,-100,
2833,Alice,mary@yahoo.com,Tanzania,48,19557,
2305,Jane,mary@yahoo.com,,55,8629,2025-02-20
1067,Peter,,Kenya,20,13873,2025-02-20
2682,,john@gmail.com,,52,44362,2025-02-20
1009,Alice,,Kenya,36,23583,
2276,John,,Tanzania,60,3990,
2864,,john@gmail.com,Rwanda,46,8629,2024-05-12
1870,Alice,invalid_email,Rwanda,27,11384,2024-01-01
1548,Mike,invalid_email,Kenya,29,35322,
2156,Jane,mary@yahoo.com,Tanzania,63,45858,2024-05-12
1710,Mary,,,47,39052,2024-05-12
1021,John,mary@yahoo.com,Rwanda,47,27580,
1813,,invalid_email,Kenya,35,24400,
1344,,john@gmail.com,,41,45251,2024-05-12
1300,,mary@yahoo.com,Tanzania,49,25758,
1361,Peter,,Uganda,26,38258,2024-01-01
1394,Jane,,Tanzania,64,960,
1216,,john@gmail.com,Tanzania,41,21343,2024-01-01
1139,Mary,invalid_email,,43,960,2025-02-20
2638,Alice,,,20,6474,2025-02-20
1956,Mary,,,40,6973,
2232,Jane,,,28,44832,2025-02-20
1983,Jane,mary@yahoo.com,,27,3990,
1991,Mike,invalid_email,,67,48290,
2645,Mike,mary@yahoo.com,Uganda,53,45858,2024-05-12
2638,Mary,invalid_email,Uganda,30,,
1826,Alice,,Tanzania,46,23583,
1681,Mary,,Rwanda,55,19218,2024-01-01
2482,Jane,mary@yahoo.com,Uganda,,10014,2025-02-20
2002,Jane,,Tanzania,30,11494,2025-02-20
1354,Peter,invalid_email,Kenya,43,10014,2025-02-20
2006,Mike,mary@yahoo.com,,37,22399,
2346,,mary@yahoo.com,Rwanda,22,27366,
2155,,,Tanzania,37,8492,2024-01-01
1886,,mary@yahoo.com,,31,37165,2025-02-20
2827,Peter,,Kenya,62,37919,
2862,John,,,31,869,2024-05-12
1125,,,Kenya,25,5630,2024-05-12
2128,Jane,invalid_email,Tanzania,65,49316,2024-01-01
2007,Peter,,Uganda,30,11384,2025-02-20
1602,Mary,,,41,3656,2024-05-12
2821,Mike,john@gmail.com,Kenya,32,5358,
2400,Mike,john@gmail.com,Uganda,68,24400,
2927,Alice,mary@yahoo.com,Rwanda,18,6474,2024-05-12
2012,Mary,mary@yahoo.com,Tanzania,39,6876,2025-02-20
1049,Alice,john@gmail.com,Tanzania,51,869,2024-01-01
2051,Peter,,,67,5411,2025-02-20
2484,,mary@yahoo.com,Kenya,68,2712,
2318,,,Rwanda,57,43423,2024-05-12
2319,John,,,20,763,
2748,Mary,,,150,14139,2024-05-12
1777,Mary,mary@yahoo.com,,43,22399,2024-01-01
2429,Mary,,,31,3848,2025-02-20
2791,Alice,mary@yahoo.com,Kenya,58,40442,2025-02-20
1812,Peter,mary@yahoo.com,Rwanda,25,21934,2024-05-12
2635,Mary,,Kenya,66,46676,
2427,,john@gmail.com,Tanzania,150,1116,
2368,Mary,,,150,45251,2025-02-20
2644,Mike,,Uganda,33,3404,2025-02-20
1418,,invalid_email,Tanzania,59,33370,2024-05-12
2204,John,,Tanzania,38,9368,
1981,,mary@yahoo.com,,27,2127,
1823,Mike,mary@yahoo.com,,42,30840,
2023,Mike,,Tanzania,55,49025,
2853,John,invalid_email,Rwanda,39,10727,2024-05-12
2972,,,Tanzania,66,261,
1565,Peter,invalid_email,Rwanda,65,1406,
1369,Mike,invalid_email,Kenya,64,,2024-01-01
1934,Peter,,,-5,6496,2024-01-01
2933,Mike,mary@yahoo.com,Rwanda,63,40076,
1659,Jane,mary@yahoo.com,Tanzania,21,49180,2024-05-12
2453,John,invalid_email,,21,42657,2025-02-20
1967,Mike,mary@yahoo.com,,47,5411,2024-05-12
2331,Jane,john@gmail.com,Rwanda,19,26954,
2159,,invalid_email,Rwanda,46,48290,
1200,Alice,mary@yahoo.com,Uganda,60,36020,2024-01-01
2458,Jane,john@gmail.com,Uganda,53,24400,
1311,Mary,,,38,31651,2024-05-12
1115,Mike,mary@yahoo.com,,38,289,
2688,Jane,john@gmail.com,,65,34866,2024-01-01
1935,Peter,,Uganda,38,27351,
2825,Alice,,Tanzania,21,1406,2024-01-01
1573,,john@gmail.com,Kenya,18,5358,2024-01-01
1242,Mike,invalid_email,,43,46799,2024-01-01
1535,Mary,invalid_email,Kenya,68,14139,2024-05-12
2624,,mary@yahoo.com,Uganda,19,17512,
1073,Jane,,Rwanda,26,1367,2025-02-20
2828,,invalid_email,,150,41094,2025-02-20
1384,,invalid_email,Uganda,62,41534,2025-02-20
2925,Alice,,Tanzania,35,8492,
2232,,,,65,41190,
1473,,invalid_email,,65,19557,
1416,,john@gmail.com,,59,2795,2024-01-01
1345,Mike,mary@yahoo.com,Rwanda,58,28121,
2551,,invalid_email,,28,14139,2024-01-01
1638,Alice,invalid_email,Rwanda,42,35322,2024-01-01
1937,Mary,,Uganda,43,27366,
1953,Jane,john@gmail.com,Tanzania,53,44231,2025-02-20
1874,Alice,mary@yahoo.com,Tanzania,59,12766,
1761,Alice,invalid_email,,52,5358,2024-05-12
2201,John,mary@yahoo.com,,55,3661,2025-02-20
2204,Alice,,Uganda,20,26205,2024-05-12
1662,,invalid_email,,58,9792,
1023,John,invalid_email,,52,2795,
2989,Jane,,,67,960,
2202,,,Rwanda,57,49025,2024-05-12
1708,Mike,invalid_email,,39,3656,2024-01-01
2523,Mike,mary@yahoo.com,Tanzania,25,48133,
2878,Jane,john@gmail.com,Rwanda,32,11116,
2183,Jane,mary@yahoo.com,Uganda,62,26657,
1175,,,Tanzania,24,29823,2025-02-20
1283,Peter,john@gmail.com,Tanzania,36,26657,
1061,,mary@yahoo.com,Kenya,57,,2024-05-12
2001,Jane,mary@yahoo.com,Uganda,59,39453,
1660,Alice,,Uganda,34,1367,
1664,,,Kenya,18,36020,
1154,Mike,,Rwanda,62,3661,
2904,Mary,john@gmail.com,,46,46799,
2491,,,,30,38144,
2071,Mike,,,65,1685,
1965,John,invalid_email,,46,21618,2024-05-12
1847,,invalid_email,,58,35873,
2106,Mike,john@gmail.com,Kenya,59,13873,2024-05-12
2383,Peter,invalid_email,Uganda,23,39604,2024-05-12
1687,,,Rwanda,22,1999,
1146,,john@gmail.com,Tanzania,51,10727,
2652,,,,28,26954,2025-02-20
1340,Jane,john@gmail.com,Kenya,26,33259,
1474,,john@gmail.com,Rwanda,55,22062,
2085,,mary@yahoo.com,Rwanda,57,1406,2024-05-12
2723,Jane,mary@yahoo.com,Rwanda,58,22762,2024-01-01
2382,Mike,john@gmail.com,Kenya,26,11065,2025-02-20
1559,Mary,invalid_email,Tanzania,25,17668,
1325,Mary,mary@yahoo.com,,61,26039,2025-02-20
2791,,,Rwanda,57,1778,2024-01-01
2758,Peter,,Kenya,20,14602,2024-01-01
2163,John,mary@yahoo.com,Uganda,30,8892,2024-01-01
1988,Mike,john@gmail.com,Kenya,36,11065,
1213,Jane,invalid_email,Kenya,51,31651,2025-02-20
1433,,,Kenya,49,1778,
2913,Mike,mary@yahoo.com,Rwanda,66,36020,2024-01-01
1950,,invalid_email,Kenya,33,43101,
1721,Peter,invalid_email,Uganda,53,36020,2024-01-01
2340,Alice,invalid_email,Rwanda,35,2127,
1030,Alice,john@gmail.com,Uganda,31,14641,2024-01-01
1668,Peter,,,47,26039,2024-01-01
1283,Jane,invalid_email,Kenya,19,22399,
2327,,,,30,1121,
1427,Peter,mary@yahoo.com,,44,24039,
2499,,,Rwanda,,24353,
1284,Jane,john@gmail.com,,69,39052,
2166,Mary,john@gmail.com,Rwanda,34,26954,2024-05-12
2446,Peter,,Kenya,48,24039,2024-05-12
2041,Jane,,Tanzania,32,8671,
1016,Peter,john@gmail.com,Tanzania,37,23347,2024-01-01
1767,Peter,john@gmail.com,Uganda,22,25758,2025-02-20
1588,,,Kenya,24,1406,2024-01-01
2393,,john@gmail.com,,35,11937,
2197,,,Kenya,28,23997,
2008,Jane,,,49,8492,2024-01-01
1192,Jane,,Tanzania,67,11494,2024-05-12
1500,John,mary@yahoo.com,,44,10014,
1986,Peter,,Tanzania,43,1999,2024-01-01
2135,Alice,,Kenya,54,30918,2024-01-01
1112,Peter,mary@yahoo.com,,62,2668,
2244,Peter,invalid_email,Uganda,45,40857,
2700,Jane,john@gmail.com,Kenya,67,261,
1945,Peter,,Uganda,19,7010,2025-02-20
1829,Mike,john@gmail.com,,37,28121,
2666,Peter,,Tanzania,21,6496,
2919,Mike,john@gmail.com,,30,45858,2024-05-12
2286,,mary@yahoo.com,Rwanda,41,45074,2024-05-12
1923,Alice,john@gmail.com,Tanzania,65,18147,
1053,,john@gmail.com,Uganda,55,38760,2024-01-01
2893,Jane,john@gmail.com,Kenya,57,40442,
2665,Peter,invalid_email,,65,6474,2025-02-20
1798,Mike,invalid_email,Tanzania,62,22062,2024-05-12
1776,Mike,,,150,2793,2024-05-12
2480,,mary@yahoo.com,,46,3848,2024-05-12
2900,Mike,john@gmail.com,Uganda,53,10014,
1160,,john@gmail.com,,19,32582,2024-05-12
2402,Mary,john@gmail.com,,58,14086,2024-05-12
1085,John,john@gmail.com,Kenya,35,27366,
1053,,invalid_email,Rwanda,66,43041,2024-01-01
2498,Alice,,Uganda,25,763,2024-05-12
2822,,,Kenya,32,6474,2024-05-12
2200,,mary@yahoo.com,Rwanda,58,40857,2024-05-12
2413,,john@gmail.com,Kenya,34,44362,2025-02-20
2371,,,Rwanda,40,43673,
2030,Peter,,Rwanda,19,41623,2024-05-12
1831,Mary,,Rwanda,23,48655,2025-02-20
1311,Peter,invalid_email,Kenya,46,5156,2024-01-01
1757,Peter,,,44,11753,2024-01-01
2857,,,Rwanda,54,1121,2025-02-20
1441,Jane,invalid_email,,66,40857,2024-01-01
2789,Jane,,Uganda,51,763,
1326,Jane,,,35,24039,2024-01-01
2076,Mary,,,59,25951,
1759,Peter,invalid_email,,27,6973,2025-02-20
2261,John,john@gmail.com,Rwanda,55,22762,
2251,Alice,mary@yahoo.com,,61,10330,2024-01-01
1577,Jane,,,34,23583,2024-05-12
2073,Jane,invalid_email,Rwanda,30,30635,
2631,,,,69,11065,2024-01-01
2626,Peter,invalid_email,Rwanda,65,-100,2024-05-12
2005,Peter,mary@yahoo.com,Uganda,59,42630,2025-02-20
2286,Mary,mary@yahoo.com,Tanzania,44,11753,2025-02-20
2440,Mary,john@gmail.com,Kenya,,47816,
2825,Jane,john@gmail.com,Rwanda,19,23876,2025-02-20
1094,Peter,mary@yahoo.com,Rwanda,51,28793,
2110,John,,,48,43685,2025-02-20
2100,Alice,,Uganda,40,29567,2025-02-20
2310,,,,24,33863,2025-02-20
2142,Peter,john@gmail.com,,55,33927,
1812,,,Rwanda,50,8671,
1489,,john@gmail.com,Rwanda,29,43789,
2934,Peter,mary@yahoo.com,,62,21934,2024-01-01
1450,Mike,,Rwanda,29,6973,2024-01-01
2522,Mary,,,36,39604,2024-01-01
1163,,mary@yahoo.com,Tanzania,26,23997,2025-02-20
1180,Alice,,Kenya,27,2795,2024-01-01
1467,Jane,,Kenya,34,17775,
1908,,invalid_email,Kenya,67,32068,
1733,Peter,john@gmail.com,Tanzania,57,39052,2024-05-12
1821,Jane,,Rwanda,56,289,
1942,Peter,mary@yahoo.com,,58,16123,2024-01-01
1005,Jane,,Uganda,27,23876,2024-01-01
1328,Alice,,Rwanda,29,1116,
1773,Mary,john@gmail.com,Tanzania,32,43121,
2695,Alice,invalid_email,,48,18147,
1149,Mike,john@gmail.com,Tanzania,32,47816,
2107,John,,Kenya,45,49316,2024-05-12
1145,Mary,,Rwanda,21,40497,
2646,Alice,,Kenya,53,17259,
2403,Mike,,Uganda,150,31651,2024-05-12
1913,John,mary@yahoo.com,,18,23583,2025-02-20
2570,Mike,invalid_email,Kenya,61,44120,2025-02-20
2307,Peter,,Uganda,51,24376,2024-05-12
1698,,,Tanzania,64,5775,
1080,Peter,,Kenya,34,1406,2024-01-01
1512,Jane,invalid_email,Kenya,56,25758,
2919,Mary,john@gmail.com,,55,13645,2024-01-01
1813,Peter,invalid_email,,61,4043,2024-01-01
1707,,invalid_email,,68,10014,
2938,Mike,invalid_email,Tanzania,50,3656,
2545,Mary,,,38,43789,
1744,,,Uganda,43,40076,2025-02-20
2021,,mary@yahoo.com,Uganda,63,44231,2024-05-12
2408,Peter,john@gmail.com,Tanzania,53,27351,
1705,Jane,,,22,14602,
1469,Alice,invalid_email,Uganda,50,27366,
2141,Jane,john@gmail.com,Tanzania,18,43673,2025-02-20
1394,,john@gmail.com,Uganda,,22461,2024-01-01
2554,John,mary@yahoo.com,Rwanda,23,763,
1259,Peter,,Kenya,54,16298,2025-02-20
1803,,invalid_email,,19,26205,
1932,John,,Rwanda,,23519,2025-02-20
2278,John,mary@yahoo.com,Tanzania,22,9792,2025-02-20
2756,Mike,,Tanzania,43,26631,2025-02-20
1903,Mary,john@gmail.com,Rwanda,58,22059,2025-02-20
2248,Mike,invalid_email,Kenya,68,6876,2025-02-20
2075,Peter,,Kenya,,43673,2025-02-20
1938,John,mary@yahoo.com,,64,40857,2024-05-12
2889,,,Uganda,30,16123,
2522,,john@gmail.com,,29,40857,2024-01-01
2528,Alice,invalid_email,Kenya,22,18147,
1852,John,,Rwanda,19,261,
2386,,,Uganda,21,-100,
2302,,john@gmail.com,Rwanda,44,6365,
1591,Alice,,,67,869,2025-02-20
1712,Mike,mary@yahoo.com,Tanzania,,21877,2024-05-12
2180,Mike,,Rwanda,27,19218,2024-01-01
1630,Mary,,,30,27351,2025-02-20
1057,,,,61,6365,
2749,John,john@gmail.com,,19,1999,
1126,Jane,john@gmail.com,Tanzania,43,43685,2024-05-12
1734,Mike,mary@yahoo.com,Tanzania,32,19869,2024-05-12
1719,Mike,,Tanzania,63,19215,
2904,Mary,john@gmail.com,Uganda,27,9574,2025-02-20
2137,Alice,mary@yahoo.com,Tanzania,39,22059,2025-02-20
2231,Mary,mary@yahoo.com,Tanzania,57,8671,2025-02-20
1524,,,Tanzania,42,40442,2024-01-01
1519,John,invalid_email,Rwanda,32,2668,2024-01-01
1550,,,Tanzania,30,45074,2025-02-20
2984,Peter,invalid_email,Uganda,25,29420,
1235,Peter,mary@yahoo.com,,38,1121,2024-05-12
2303,,john@gmail.com,Rwanda,38,24400,
2381,Alice,,Kenya,39,15807,2024-05-12
2223,,mary@yahoo.com,Tanzania,63,28793,2024-05-12
2780,Mike,john@gmail.com,,50,1685,
2300,Alice,mary@yahoo.com,,62,5358,2025-02-20
2257,Mike,,Rwanda,44,306,2024-05-12
1492,Mike,invalid_email,Kenya,57,8533,
1002,Peter,mary@yahoo.com,,67,42657,
1664,Alice,john@gmail.com,Uganda,39,32706,
1440,,,,47,37919,
1027,Mary,,,26,28793,2025-02-20
2131,Mike,,,62,22059,2024-05-12
1608,Jane,invalid_email,,52,45251,2024-05-12
2749,Jane,,,35,3990,2024-01-01
1803,Mary,,,59,41534,
1073,Jane,john@gmail.com,,22,35873,2025-02-20
1836,John,mary@yahoo.com,Rwanda,44,48802,
2168,Mike,invalid_email,Kenya,23,41190,2025-02-20
1126,Mary,,,49,29420,2024-05-12
2875,Alice,invalid_email,Uganda,25,30180,
1040,Mike,,Uganda,56,44231,2024-01-01
2378,Mary,invalid_email,Tanzania,38,41190,2025-02-20
1039,Peter,,,35,49316,2024-01-01
1932,,mary@yahoo.com,,31,30180,2024-05-12
1032,Alice,mary@yahoo.com,,32,2127,
2039,,invalid_email,,59,3990,2025-02-20
2699,Peter,john@gmail.com,,43,15895,2024-05-12
2175,Mike,invalid_email,,,41706,
1996,Alice,,Uganda,61,19042,2025-02-20
2400,,mary@yahoo.com,Kenya,49,11494,2024-01-01
1586,Jane,mary@yahoo.com,Kenya,56,49180,2025-02-20
2621,,mary@yahoo.com,Tanzania,45,43041,2024-05-12
2651,Mary,john@gmail.com,Uganda,56,48802,2024-05-12
2896,Mike,john@gmail.com,,60,19218,2024-01-01
1340,John,,Kenya,49,42630,2024-05-12
1025,,invalid_email,Rwanda,30,6365,2025-02-20
2847,Alice,invalid_email,Rwanda,32,9368,2024-01-01
2309,Alice,,Rwanda,35,6876,2024-05-12
1644,,mary@yahoo.com,,56,6474,2024-05-12
1729,,john@gmail.com,,23,19218,2025-02-20
1166,Mike,,Tanzania,150,2668,2024-05-12
1608,Mike,,Tanzania,28,261,2025-02-20
1266,Peter,john@gmail.com,Tanzania,49,43121,
2771,,invalid_email,,57,30403,2025-02-20
1819,,mary@yahoo.com,Rwanda,37,49316,
1453,Jane,invalid_email,,50,18147,2024-05-12
1904,Peter,,Rwanda,57,15895,
2707,,mary@yahoo.com,Tanzania,25,26205,2024-01-01
2423,,,,68,14641,
1920,,,Uganda,52,22062,2024-01-01
1979,Peter,invalid_email,Kenya,22,11384,
2498,Jane,invalid_email,Kenya,52,29227,
1700,,invalid_email,Tanzania,64,22762,
1632,,john@gmail.com,Rwanda,31,22062,
2580,,,Uganda,38,10330,
2598,,mary@yahoo.com,,64,27580,2025-02-20
1128,John,invalid_email,Rwanda,41,-100,2024-01-01
2018,Peter,invalid_email,Tanzania,34,21934,2025-02-20
2844,Peter,john@gmail.com,Rwanda,35,6474,2025-02-20
2385,Alice,mary@yahoo.com,Tanzania,51,48290,2024-05-12
2727,Jane,,,29,1685,2024-01-01
1817,Mary,,Kenya,33,24400,
1691,John,john@gmail.com,Kenya,21,46799,2024-05-12
2314,,,Rwanda,42,30635,2024-05-12
2393,,,Uganda,51,26039,
1792,,invalid_email,,45,24376,
1027,John,invalid_email,Tanzania,63,-100,2025-02-20
1147,,mary@yahoo.com,,28,-100,2025-02-20
2801,,,Kenya,30,21371,2025-02-20
2318,,invalid_email,Uganda,48,9368,
1009,Jane,invalid_email,Uganda,42,27351,2025-02-20
2534,Mike,mary@yahoo.com,,56,35322,2024-01-01
1674,Mike,,Kenya,27,22399,2025-02-20
2135,Alice,invalid_email,,41,48802,2025-02-20
1185,Alice,john@gmail.com,Rwanda,18,32068,2024-01-01
1805,,john@gmail.com,Uganda,,32068,
1742,Jane,,Uganda,42,6365,2024-05-12
2249,,,Rwanda,45,23583,
2332,Alice,mary@yahoo.com,Kenya,53,21618,
1096,John,john@gmail.com,Uganda,35,39288,2025-02-20
1053,John,john@gmail.com,,23,26657,2024-05-12
1621,,,,19,47816,
1662,Mary,,,20,45074,
1756,Mike,,Tanzania,63,869,
1404,Jane,,Tanzania,25,34866,2024-01-01
1067,Peter,john@gmail.com,Kenya,48,2668,2024-01-01
2334,Mike,mary@yahoo.com,Rwanda,65,9792,2024-05-12
2311,Peter,john@gmail.com,,36,48802,2025-02-20
2784,Mary,,Kenya,67,10727,2024-05-12
2570,Mary,john@gmail.com,,23,-100,2025-02-20
1749,,mary@yahoo.com,Kenya,31,5411,
2170,Alice,invalid_email,Tanzania,20,49084,
2489,Mary,john@gmail.com,,65,30635,
2761,Mary,,Rwanda,18,33927,2024-01-01
2266,Peter,invalid_email,Tanzania,61,37165,
2513,Alice,,Rwanda,47,30635,
2871,Mary,,,63,289,2025-02-20
1956,Mike,,Kenya,36,13517,
2529,,john@gmail.com,Uganda,-5,2712,2024-01-01
1363,Mary,,Uganda,36,1685,2025-02-20
1480,,invalid_email,Rwanda,26,38258,2024-05-12
1199,Alice,mary@yahoo.com,,24,5358,2025-02-20
1152,,,,63,11384,2024-05-12
2472,Jane,john@gmail.com,Rwanda,54,18531,2025-02-20
2523,Alice,,Tanzania,67,14086,
1071,Peter,mary@yahoo.com,Uganda,58,306,2024-05-12
1711,Jane,invalid_email,Tanzania,,44517,2024-01-01
1294,Mike,,,24,2127,2024-05-12
2039,John,,Uganda,26,44517,2024-05-12
2663,,mary@yahoo.com,,21,33863,2025-02-20
2239,,john@gmail.com,Kenya,42,869,
1059,,invalid_email,Tanzania,66,24353,2025-02-20
1937,Alice,mary@yahoo.com,Rwanda,29,43101,2025-02-20
2638,,,Uganda,23,42630,
1040,,invalid_email,Tanzania,35,43121,2025-02-20
1023,,,Rwanda,57,18531,
2061,Peter,mary@yahoo.com,Kenya,38,16950,2024-01-01
2825,Mike,,Uganda,32,17775,
1129,,,,20,8671,
2520,,,Kenya,19,1116,
2251,Jane,john@gmail.com,,150,17362,
1106,Mike,,Rwanda,58,17512,
1170,,,Uganda,57,29420,
2457,Alice,,Uganda,21,40857,2024-05-12
2500,Mary,invalid_email,Kenya,49,45074,2025-02-20
1100,,,Uganda,19,30403,2025-02-20
1864,Alice,,Rwanda,63,23876,2024-01-01
1522,John,mary@yahoo.com,Kenya,46,48133,2024-01-01
1273,Alice,john@gmail.com,,19,1406,
2635,Jane,invalid_email,Kenya,51,3848,2024-05-12
2066,Jane,,Kenya,44,17512,2024-01-01
2977,,mary@yahoo.com,,-5,14086,2025-02-20
1815,Alice,john@gmail.com,,56,2712,2024-01-01
1955,Jane,invalid_email,Rwanda,61,3990,2024-01-01
2039,Mary,invalid_email,,55,306,
1328,Mike,,,35,6876,2024-01-01
2591,Alice,invalid_email,,53,39199,
2845,,mary@yahoo.com,Tanzania,36,17668,2025-02-20
2519,Mary,invalid_email,,44,47291,
2837,,,Tanzania,62,25758,
1010,Mike,mary@yahoo.com,,37,43101,2024-05-12
2340,,john@gmail.com,Rwanda,38,12285,
2614,,john@gmail.com,,40,22762,
1214,,,Uganda,47,1785,2024-05-12
1337,,,,42,2668,2025-02-20
2798,,,Tanzania,48,3848,2025-02-20
1659,Mike,john@gmail.com,Rwanda,44,16123,2024-05-12
2103,Mary,john@gmail.com,Kenya,51,30635,
2749,,john@gmail.com,Rwanda,25,30918,
2507,,john@gmail.com,Rwanda,36,6496,
1372,Peter,invalid_email,,58,23347,
1974,Alice,mary@yahoo.com,,43,5775,2025-02-20
1708,Mike,mary@yahoo.com,Tanzania,45,26039,
2222,,,Tanzania,21,14139,2024-05-12
2559,Mike,invalid_email,,48,45553,2025-02-20
1464,Jane,john@gmail.com,,33,40076,
2111,,john@gmail.com,Uganda,68,41534,2025-02-20
2290,Mike,,Uganda,27,5411,2024-01-01
2677,Mary,,,55,21934,2025-02-20
2593,,,,65,2847,
2944,,john@gmail.com,Kenya,27,32068,2024-05-12
1487,Mike,,Uganda,62,13517,
2899,,invalid_email,Tanzania,26,23347,
2560,Peter,mary@yahoo.com,Rwanda,56,14641,
1045,Alice,john@gmail.com,,53,5775,
2310,,invalid_email,Uganda,68,1785,
1776,Alice,john@gmail.com,Rwanda,53,41706,2024-01-01
2038,Mike,,Rwanda,36,41623,2024-05-12
1709,,,Uganda,36,37919,2024-01-01
1399,John,,Kenya,29,26657,
2941,John,mary@yahoo.com,Kenya,30,2795,2024-05-12
2816,,,,42,17668,
1979,,john@gmail.com,Kenya,53,13167,2024-05-12
2108,,,,42,15807,
1248,Mary,john@gmail.com,Tanzania,45,13167,2024-01-01
1389,John,mary@yahoo.com,Uganda,59,10330,
2804,,,Rwanda,,44832,
1333,Mary,,,56,24376,2025-02-20
1627,Jane,,Kenya,47,14920,
2541,,,,22,306,
1135,Mary,,,34,22762,2024-01-01
1881,John,,,35,11753,
1686,Mike,,Kenya,60,22503,
2862,Jane,john@gmail.com,,64,26039,2024-01-01
2520,John,mary@yahoo.com,,38,8892,2025-02-20
1825,,,Kenya,39,48133,2025-02-20
1725,Mary,john@gmail.com,,56,2668,2024-01-01
2499,Peter,,Uganda,67,37919,
1592,Alice,john@gmail.com,Rwanda,23,22076,2024-01-01
2245,,,Uganda,67,42657,2024-01-01
1988,John,,Uganda,33,5156,2025-02-20
1370,,,Kenya,19,26039,2025-02-20
1933,Mary,,Kenya,68,3990,2025-02-20
1993,,invalid_email,Rwanda,18,22076,
1400,,john@gmail.com,,47,39453,
2465,,invalid_email,Uganda,60,7010,2024-05-12
2512,,john@gmail.com,,69,5358,
1613,,mary@yahoo.com,Rwanda,54,8094,
2295,Jane,,Uganda,65,41190,
2548,John,mary@yahoo.com,,40,45074,2025-02-20
2181,,mary@yahoo.com,,18,17362,2024-01-01
2174,John,john@gmail.com,Uganda,36,23347,2025-02-20
1993,,invalid_email,Tanzania,63,12766,2024-01-01
1618,Alice,,Rwanda,20,10727,2025-02-20
1186,Mary,john@gmail.com,Kenya,19,13873,2025-02-20
2835,Peter,,Uganda,54,6973,
2120,Jane,mary@yahoo.com,,34,32068,2024-01-01
1129,Mary,,,45,16123,2024-05-12
1803,Jane,invalid_email,Rwanda,35,26631,2024-05-12
2193,,john@gmail.com,Rwanda,50,9574,2025-02-20
1934,John,invalid_email,,32,8892,2025-02-20
1984,,invalid_email,,39,2533,
1181,Alice,john@gmail.com,,58,17512,2024-01-01
1981,Alice,invalid_email,Uganda,44,1785,2025-02-20
1362,Mike,,,150,8492,2024-05-12
1037,Peter,,Kenya,54,26954,2024-01-01
2549,Alice,,,49,30918,2025-02-20
